	Alaska	Arkansas	Bangladesh	Brazil	California	Colorado	Connecticut	Florida	Georgia	Germany	Hawaii	India	Iowa	Louisiana	Maryland	Massachusetts	Mexico	Mississippi	Missouri	Montana	New_Mexico	Nigeria	North_Carolina	Ohio	Oklahoma	Peru	Philippines	South_Carolina	Tennessee	Texas	Utah	West_Virginia	Yemen
Maryland	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Massachusetts	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Mexico	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Mississippi	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Missouri	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Montana	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
New_Mexico	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Nigeria	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
North_Carolina	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Ohio	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Oklahoma	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Peru	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Philippines	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
South_Carolina	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Tennessee	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Texas	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Utah	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
West_Virginia	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
Yemen	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	-2.91195254	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	-0.81837990	-0.81837990	0.66703353	0.66703353	-0.81837990	0.66703353	-2.91195254	-0.81837990
