	Alaska	Arkansas	Bangladesh	Brazil	California	Colorado	Connecticut	Florida	Georgia	Germany	Hawaii	India	Iowa	Louisiana	Maryland	Massachusetts	Mexico	Mississippi	Missouri	Montana	New_Mexico	Nigeria	North_Carolina	Ohio	Oklahoma	Peru	Philippines	South_Carolina	Tennessee	Texas	Utah	West_Virginia	Yemen
Maryland	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990
Massachusetts	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Mexico	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990
Mississippi	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Missouri	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Montana	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990
New_Mexico	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Nigeria	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
North_Carolina	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Ohio	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Oklahoma	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Peru	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990
Philippines	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990
South_Carolina	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Tennessee	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
Texas	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990
Utah	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353	0.66703353
West_Virginia	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254	-2.91195254
Yemen	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990	-0.81837990
