	hainan	hubei	yunnan	guangdong	jiangsu	zhejiang	hunan	sichuan	shaanxi	heilongjiang	jiangxi	henan	shanxi	tibet	anhui	guizhou	shanghai	ningxia	california	missouri	cambodia	sweden	australia	tunisia	greece	belgium	burkina_faso	united_kingdom
shanghai	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
ningxia	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
california	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
missouri	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
cambodia	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
sweden	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
australia	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
tunisia	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
greece	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
belgium	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
burkina_faso	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
united_kingdom	-0.35398225	-0.32682606	0.26879472	1.21404236	0.17049271	0.68334776	0.41093909	0.40432281	-1.24689917	-0.43093128	0.78739818	-1.08835606	-1.37764754	-1.76316231	0.62985469	1.10246543	0.44796200	-1.43411219	-0.91923868	0.62596988	1.76893862	0.55248557	-0.21277593	-2.44349370	0.21788137	1.03159541	0.22034000	1.06059455
