	hainan	hubei	yunnan	guangdong	jiangsu	zhejiang	hunan	sichuan	shaanxi	heilongjiang	jiangxi	henan	shanxi	tibet	anhui	guizhou	shanghai	ningxia	california	cambodia	sweden	australia	tunisia	greece	belgium	burkina_faso	united_kingdom
ningxia	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
california	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
cambodia	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
sweden	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
australia	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
tunisia	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
greece	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
belgium	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
burkina_faso	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
united_kingdom	-0.15250486	0.67169502	1.15249183	0.25919147	-2.14188181	0.56940290	0.66548681	0.71777182	0.87436158	0.92961109	0.53588040	-0.09935569	-1.37512113	-0.88340476	-0.54589981	1.06002986	-1.90072277	-2.24907024	0.70132553	0.86330194	0.85644583	0.04591040	-1.43382833	0.57287060	0.02770378	-0.15587881	0.43418732
