	Argentina	Arizona	Belgium	Brazil	British_Virgin_Islands	California	Colombia	Colorado	Connecticut	District_of_Columbia	Florida	Georgia	Idaho	Illinois	Indiana	Israel	Louisiana	Massachusetts	Mexico	Mississippi	Nebraska	Nevada	New_Mexico	New_York	North_Dakota	Ohio	South_Dakota	Spain	Texas	Utah	Virginia	Wisconsin	Wyoming
New_York	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624	-0.10907624
North_Dakota	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764	0.03594764
Ohio	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500	-0.21900500
South_Dakota	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218	0.08456218
Spain	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211	0.60467211
Texas	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085	0.78326085
Utah	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610	0.13776610
Virginia	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929	-0.27209929
Wisconsin	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346	-0.09293346
Wyoming	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878	0.21761878
