	Argentina	Arizona	Belgium	Brazil	British_Virgin_Islands	California	Colombia	Colorado	Connecticut	District_of_Columbia	Florida	Georgia	Idaho	Illinois	Indiana	Israel	Louisiana	Massachusetts	Mexico	Mississippi	Nebraska	Nevada	New_Mexico	New_York	North_Dakota	Ohio	South_Dakota	Spain	Texas	Utah	Virginia	Wisconsin	Wyoming
Illinois	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Indiana	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Israel	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Louisiana	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Massachusetts	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Mexico	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Mississippi	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Nebraska	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Nevada	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
New_Mexico	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
New_York	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
North_Dakota	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Ohio	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
South_Dakota	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Spain	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Texas	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Utah	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Virginia	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Wisconsin	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
Wyoming	1.03632499	0.25870362	-0.23635966	1.45739983	1.27987070	0.70448471	1.06525746	-2.58729249	-0.33676856	0.35740708	1.05903945	0.73248478	-3.03916891	-0.24102124	-0.25037925	0.94427158	0.94344379	-0.34004577	0.88883946	0.66648975	-0.34497232	-0.56635517	-0.08152160	-0.06303461	-1.28839097	-0.36148814	-0.54794486	0.35853797	0.73895849	-0.65151096	0.24674283	-0.93969058	-0.86231144
