	Argentina	Arizona	Belgium	Brazil	British_Virgin_Islands	California	Colombia	Colorado	Connecticut	District_of_Columbia	Florida	Georgia	Idaho	Illinois	Indiana	Israel	Louisiana	Massachusetts	Mexico	Mississippi	Nebraska	Nevada	New_Mexico	New_York	North_Dakota	Ohio	South_Dakota	Spain	Texas	Utah	Virginia	Wisconsin	Wyoming
New_York	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547	0.89179547
North_Dakota	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119	-0.58094119
Ohio	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728	0.73637728
South_Dakota	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179	-0.40643179
Spain	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520	0.17868520
Texas	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927	-0.59155927
Utah	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725	-1.40242725
Virginia	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558	0.32369558
Wisconsin	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971	0.33711971
Wyoming	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855	-1.47663855
