	Alabama	Arizona	Chile	China	Colombia	Delaware	Egypt	France	Idaho	Illinois	Indiana	Japan	Kansas	Kazakhstan	Kentucky	Maine	Michigan	Minnesota	Nevada	New_Jersey	New_York	North_Dakota	Oregon	Pennsylvania	Serbia	South_Dakota	Uruguay	Vermont	Vietnam	Virginia	Washington	Wisconsin	Wyoming
Kentucky	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Maine	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Michigan	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Minnesota	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Nevada	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
New_Jersey	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
New_York	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
North_Dakota	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Oregon	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Pennsylvania	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Serbia	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
South_Dakota	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Uruguay	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Vermont	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Vietnam	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Virginia	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Washington	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Wisconsin	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
Wyoming	0.46929087	-0.15030045	0.23793493	0.03512087	0.73429076	0.10820874	-4.70804510	0.06454217	0.41447203	-0.00703417	0.21046444	0.50432072	-0.72836768	-1.20868832	0.56227978	0.74676447	0.34652844	0.32533751	-0.47744508	0.34629285	0.59471449	-1.46034837	0.47464202	0.63082054	0.34495114	-0.90770074	-0.41699426	0.75824223	0.56555894	0.64028637	0.47566166	0.55276573	-0.07856752
